13.28772	1.335E-10	13.28066	2.9282E-9	13.28856	1.359E-10	13.27595	1.44E-10	13.29765	3.5793E-9	13.28272	5.6211E-9	13.27545	1.214E-10	13.3097	5.7248E-9
13.38785	1.341E-10	13.38078	3.8949E-9	13.38927	1.329E-10	13.37766	1.432E-10	13.401	4.5765E-9	13.38284	5.5161E-9	13.37556	1.203E-10	13.40994	5.8776E-9
13.48797	1.338E-10	13.48091	4.9112E-9	13.48908	1.319E-10	13.47622	1.533E-10	13.49817	5.5453E-9	13.48625	5.4348E-9	13.4757	1.246E-10	13.51004	5.7538E-9
13.58809	1.331E-10	13.58104	5.92E-9	13.58918	1.321E-10	13.57672	1.49E-10	13.59829	6.0883E-9	13.58428	5.374E-9	13.57585	1.229E-10	13.61018	5.6703E-9
13.68936	1.335E-10	13.68271	5.9499E-9	13.68935	1.333E-10	13.67645	1.529E-10	13.69973	5.9278E-9	13.68442	5.3189E-9	13.67825	1.217E-10	13.71036	5.5986E-9
13.78909	1.34E-10	13.7813	5.8257E-9	13.79197	1.316E-10	13.77657	1.47E-10	13.79946	5.8302E-9	13.78466	5.2709E-9	13.77693	1.242E-10	13.81046	5.5372E-9
13.88922	1.345E-10	13.88142	5.7319E-9	13.89074	1.309E-10	13.87675	1.395E-10	13.89959	5.7525E-9	13.88596	5.2272E-9	13.87746	1.227E-10	13.91059	5.4846E-9
13.98934	1.343E-10	13.98316	5.6522E-9	13.99088	1.298E-10	13.97687	1.483E-10	14.0001	5.6877E-9	13.98527	5.1869E-9	13.97719	1.206E-10	14.01267	5.4364E-9
14.0895	1.334E-10	14.08288	5.5861E-9	14.09199	1.337E-10	14.08032	1.436E-10	14.09983	5.6308E-9	14.08538	5.1482E-9	14.07732	1.214E-10	14.11089	5.3943E-9
14.19248	1.342E-10	14.18569	5.5252E-9	14.19205	1.273E-10	14.17771	1.458E-10	14.19996	5.58E-9	14.18632	5.1156E-9	14.17744	1.225E-10	14.2129	5.3537E-9
14.29108	1.357E-10	14.28467	5.4723E-9	14.2936	1.308E-10	14.27778	1.452E-10	14.3001	5.5333E-9	14.28602	5.0844E-9	14.27759	1.207E-10	14.31175	5.3191E-9
14.39389	1.272E-10	14.38479	5.4242E-9	14.3927	1.334E-10	14.37794	1.474E-10	14.40043	5.4884E-9	14.38827	5.0523E-9	14.37768	1.192E-10	14.41188	5.2806E-9
14.49296	1.328E-10	14.48649	5.3785E-9	14.49286	1.283E-10	14.47807	1.466E-10	14.50274	5.4479E-9	14.48798	5.0232E-9	14.47816	1.197E-10	14.51202	5.2496E-9
